# The list of all links between articles.
# Article names are URL-encoded; e.g., in Java they can be decoded using java.net.URLDecoder.decode(articleName, "UTF-8").
# FORMAT:   linkSource   linkTarget
#
# When publishing on this data set, please cite:
# (1) Robert West and Jure Leskovec:
#     Human Wayfinding in Information Networks.
#     21st International World Wide Web Conference (WWW), 2012.
# (2) Robert West, Joelle Pineau, and Doina Precup:
#     Wikispeedia: An Online Game for Inferring Semantic Distances between Concepts.
#     21st International Joint Conference on Artificial Intelligence (IJCAI), 2009.

%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales
%C3%85land	20th_century
%C3%85land	Baltic_Sea
%C3%85land	Crimean_War
%C3%85land	Currency
%C3%85land	Euro
%C3%85land	European_Union
%C3%85land	Finland
%C3%85land	League_of_Nations
%C3%85land	List_of_countries_by_system_of_government
%C3%85land	Nationality
%C3%85land	Parliamentary_system
%C3%85land	Police
%C3%85land	Russia
%C3%85land	Stockholm
%C3%85land	Sweden
%C3%85land	Time_zone
%C3%85land	Tourism
%C3%85land	United_Kingdom
%C3%85land	World_War_II
%C3%89douard_Manet	Absinthe
%C3%89douard_Manet	Beer
%C3%89douard_Manet	Claude_Monet
%C3%89douard_Manet	Diego_Vel%C3%A1zquez
%C3%89douard_Manet	Edgar_Allan_Poe
%C3%89douard_Manet	France
%C3%89douard_Manet	Francisco_Goya
%C3%89douard_Manet	Germany
%C3%89douard_Manet	Impressionism
%C3%89douard_Manet	Italy
%C3%89douard_Manet	Landscape
%C3%89douard_Manet	Netherlands
%C3%89douard_Manet	Painting
%C3%89douard_Manet	Paris
%C3%89douard_Manet	Photography
%C3%89douard_Manet	Raphael
%C3%89douard_Manet	Renaissance
%C3%89douard_Manet	Sweden
%C3%89douard_Manet	United_States_dollar
%C3%89douard_Manet	Washington%2C_D.C.
%C3%89ire	Canada
%C3%89ire	English_language
%C3%89ire	George_VI_of_the_United_Kingdom
%C3%89ire	Ireland
%C3%89ire	Northern_Ireland
%C3%89ire	Ottawa
%C3%89ire	Republic_of_Ireland
%C3%89ire	United_Kingdom
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata
%C3%93engus_I_of_the_Picts	Durham
%C3%93engus_I_of_the_Picts	England
%C3%93engus_I_of_the_Picts	Great_Britain
%C3%93engus_I_of_the_Picts	Ireland
%C3%93engus_I_of_the_Picts	Lion
%C3%93engus_I_of_the_Picts	Mercia
%C3%93engus_I_of_the_Picts	Scotland
%C3%93engus_I_of_the_Picts	Viking
%C3%93engus_I_of_the_Picts	York
%E2%82%AC2_commemorative_coins	Athens
%E2%82%AC2_commemorative_coins	Atlantic_Ocean
%E2%82%AC2_commemorative_coins	Austria
%E2%82%AC2_commemorative_coins	Belgium
%E2%82%AC2_commemorative_coins	Berlin
%E2%82%AC2_commemorative_coins	Brussels
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg
%E2%82%AC2_commemorative_coins	Cereal
%E2%82%AC2_commemorative_coins	Christopher_Columbus
%E2%82%AC2_commemorative_coins	Cologne
%E2%82%AC2_commemorative_coins	Comet
%E2%82%AC2_commemorative_coins	Dresden
%E2%82%AC2_commemorative_coins	European_Union
%E2%82%AC2_commemorative_coins	Finland
%E2%82%AC2_commemorative_coins	France
%E2%82%AC2_commemorative_coins	Galileo_Galilei
%E2%82%AC2_commemorative_coins	Germany
%E2%82%AC2_commemorative_coins	Greece
%E2%82%AC2_commemorative_coins	Hamburg
%E2%82%AC2_commemorative_coins	Harold_Macmillan
%E2%82%AC2_commemorative_coins	Heraldry
%E2%82%AC2_commemorative_coins	History
%E2%82%AC2_commemorative_coins	Ireland
%E2%82%AC2_commemorative_coins	Italy
%E2%82%AC2_commemorative_coins	Luxembourg
%E2%82%AC2_commemorative_coins	Maize
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes
%E2%82%AC2_commemorative_coins	Monaco
%E2%82%AC2_commemorative_coins	Munich
%E2%82%AC2_commemorative_coins	Netherlands
%E2%82%AC2_commemorative_coins	Numismatics
%E2%82%AC2_commemorative_coins	Nutrition
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II
%E2%82%AC2_commemorative_coins	Portugal
%E2%82%AC2_commemorative_coins	Rice
%E2%82%AC2_commemorative_coins	San_Marino
%E2%82%AC2_commemorative_coins	Sanssouci
%E2%82%AC2_commemorative_coins	Soviet_Union
%E2%82%AC2_commemorative_coins	Spain
%E2%82%AC2_commemorative_coins	Suffrage
%E2%82%AC2_commemorative_coins	Turin
%E2%82%AC2_commemorative_coins	United_Kingdom
%E2%82%AC2_commemorative_coins	United_Nations
%E2%82%AC2_commemorative_coins	United_States
%E2%82%AC2_commemorative_coins	Vatican_City
%E2%82%AC2_commemorative_coins	Wheat
%E2%82%AC2_commemorative_coins	Zeus
Ancient_Rome	Democracy
Ancient_Rome	Edward_Gibbon
Ancient_Rome	Egypt
Ancient_Rome	Elagabalus
Ancient_Rome	England
Ancient_Rome	English_language
Ancient_Rome	Family
Ancient_Rome	Fishing
Ancient_Rome	Football
Ancient_Rome	France
Ancient_Rome	French_language
Ancient_Rome	Gravitation
Ancient_Rome	Greek_mythology
Ancient_Rome	History
Ancient_Rome	Horse
Ancient_Rome	House
Ancient_Rome	Human
Ancient_Rome	India
Ancient_Rome	Industry
Ancient_Rome	Invasion
Ancient_Rome	Iran
Ancient_Rome	Isis
Ancient_Rome	Italy
Ancient_Rome	Julius_Caesar
Ancient_Rome	Jupiter_%28mythology%29
Ancient_Rome	Language
Ancient_Rome	Latin
Ancient_Rome	Latin_alphabet
Ancient_Rome	Law
Ancient_Rome	Lead
Ancient_Rome	Literature
Ancient_Rome	Macedon
Ancient_Rome	Manufacturing
Ancient_Rome	Mark_Antony
Ancient_Rome	Mediterranean_Sea
Ancient_Rome	Mercantilism
Ancient_Rome	Middle_Ages
Ancient_Rome	Mining
Ancient_Rome	Monarchy
Ancient_Rome	Mosaic
Ancient_Rome	Netherlands
Ancient_Rome	North_Africa
Ancient_Rome	Oligarchy
Ancient_Rome	Olive_oil
Ancient_Rome	Paul_of_Tarsus
Ancient_Rome	Poetry
Ancient_Rome	Pompeii
Ancient_Rome	Pupil
Ancient_Rome	Roman_Catholic_Church
Ancient_Rome	Roman_Empire
Ancient_Rome	Roman_law
Ancient_Rome	Roman_mythology
Ancient_Rome	Roman_road
Ancient_Rome	Roman_villa
Ancient_Rome	Rome
Ancient_Rome	Romulus_Augustus
Ancient_Rome	Silver
Ancient_Rome	Syria
Ancient_Rome	Technology
Ancient_Rome	Tunisia
Ancient_Rome	Vatican_City
Ancient_Rome	Vulgar_Latin
Ancient_Rome	War
Ancient_Rome	Western_Roman_Empire
Ancient_Rome	Wine
Ancient_Rome	World_Heritage_Site
Ancient_Rome	Wrestling
Ancient_Rome	Zeus
Ancient_history	15th_century
Ancient_history	18th_century
Ancient_history	19th_century
Ancient_history	1st_century
Ancient_history	1st_century_BC
Ancient_history	5th_century
Ancient_history	Africa
Ancient_history	Alexander_the_Great
Ancient_history	Ancient_Egypt
Ancient_history	Ancient_Greece
Ancient_history	Ancient_Rome
Ancient_history	Anno_Domini
Ancient_history	Archaeology
Ancient_history	Architecture
Ancient_history	Aristotle
Ancient_history	Art
Ancient_history	Asia
Ancient_history	Assyria
Ancient_history	Astronomy
Ancient_history	Athens
Ancient_history	Australia
Ancient_history	Babylonia
Ancient_history	Bangladesh
Ancient_history	Battle_of_Marathon
Ancient_history	Bronze_Age
Ancient_history	Buddha
Ancient_history	Buddhism
Ancient_history	Byzantine_Empire
Ancient_history	Charlemagne
Ancient_history	China
Ancient_history	Chola_dynasty
Ancient_history	Christianity
Ancient_history	Civilization
Ancient_history	Confucianism
Ancient_history	Confucius
Ancient_history	Cyprus
Ancient_history	Cyrus_the_Great
Ancient_history	Dance
Ancient_history	Edgar_Allan_Poe
Ancient_history	Education
Ancient_history	Egypt
Ancient_history	Egyptian_pyramids
Ancient_history	Europe
Ancient_history	Fire
Ancient_history	France
Ancient_history	Great_Pyramid_of_Giza
Ancient_history	Greece
Ancient_history	Greek_mythology
Ancient_history	Hippocrates
Ancient_history	History
Ancient_history	Holy_Roman_Empire
Ancient_history	Homer
Ancient_history	Human
Ancient_history	India
Ancient_history	Indus_Valley_Civilization
Ancient_history	Invasion
Ancient_history	Iran
Ancient_history	Irrigation
Ancient_history	Italy
Ancient_history	Jerusalem
Ancient_history	Jesus
Ancient_history	Jew
Ancient_history	John_Milton
Ancient_history	Julius_Caesar
Ancient_history	Language
Ancient_history	Latin
Ancient_history	Law
Ancient_history	Literature
Ancient_history	Lothal
Ancient_history	Mahabharata
Ancient_history	Medicine
Ancient_history	Mediterranean_Sea
Ancient_history	Mesopotamia
Ancient_history	Middle_Ages
Ancient_history	Monarchy
Ancient_history	Neoclassicism
Ancient_history	North_America
Ancient_history	Oligarchy
Ancient_history	Olympic_Games
Ancient_history	Pakistan
Ancient_history	Persian_Empire
Ancient_history	Philosophy
Ancient_history	Politics
Ancient_history	Pompeii
Ancient_history	Qin_Shi_Huang
Ancient_history	Ramayana
Ancient_history	Red_Sea
Ancient_history	Religion
Ancient_history	Renaissance
Ancient_history	Roman_Empire
Ancient_history	Roman_Greece
Ancient_history	Rome
Ancient_history	Romulus_Augustus
Ancient_history	Sanskrit
Ancient_history	Sculpture
Ancient_history	Sumer
Ancient_history	Tamil_people
Ancient_history	Taoism
Ancient_history	Theatre
Ancient_history	Thomas_Aquinas
Ancient_history	Trojan_War
Ancient_history	United_States
Ancient_history	Vietnam
Ancient_history	Volcano
Ancient_history	War
Ancient_history	Western_Roman_Empire
Ancient_history	Writing
Ancient_history	Yangtze_River
Ancient_history	Yellow_River
Andes	Argentina
Andes	Aruba
Andes	Bolivia
Andes	Chile
Andes	Colombia
Andes	Coot
Andes	Cotopaxi
Andes	Craton
Andes	Cretaceous
Andes	Ecuador
Andes	Galeras
Andes	Himalayas
Andes	Inca_Empire
Andes	Machu_Picchu
Andes	Pacific_Ocean
Andes	Peru
Andes	Roman_Empire
Andes	South_America
Andes	Venezuela
Andorra	Agriculture
Andorra	Algeria
Andorra	Argentina
Andorra	Brazil
Andorra	Canada
Andorra	Charlemagne
Andorra	Chile
Andorra	Climate
Andorra	Currency
Andorra	Egypt
Andorra	Euro
Andorra	Europe
Andorra	European_Union
Andorra	Folklore
Andorra	Food
Andorra	France
Andorra	French_language
Andorra	Germany
Andorra	Government
Andorra	History
Andorra	India
Andorra	Indonesia
Andorra	Iran
Andorra	Italy
Andorra	Jamaica
Andorra	Japan
Andorra	Kenya
Andorra	Latin
Andorra	Lead
Andorra	List_of_countries_by_system_of_government
Andorra	Malaysia
Andorra	Manufacturing
Andorra	Mexico
Andorra	Netherlands
Andorra	Nigeria
Andorra	Parliamentary_system
Andorra	Peru
Andorra	Portugal
Andorra	Portuguese_language
Andorra	Principality
Andorra	Russia
Andorra	Salvador_Dal%C3%AD
Andorra	Senegal
Andorra	Spain
Andorra	Spanish_language
Andorra	Sri_Lanka
Andorra	Time_zone
Andorra	Tourism
Andorra	United_Kingdom
Andorra	United_Nations
Andorra	United_States
Andorra	Venezuela
Andorra	World_War_II
Andorra	Zimbabwe
Andr%C3%A9s_Nocioni	Argentina
Andr%C3%A9s_Nocioni	Basketball
Andr%C3%A9s_Nocioni	Brazil
Andr%C3%A9s_Nocioni	Italy
Andr%C3%A9s_Nocioni	Mexico
Andr%C3%A9s_Nocioni	Olympic_Games
Andr%C3%A9s_Nocioni	Puerto_Rico
Andr%C3%A9s_Nocioni	South_America
Andr%C3%A9s_Nocioni	Spain
Andr%C3%A9s_Nocioni	United_States
Andr%C3%A9s_Nocioni	Yugoslavia
Andrew_Carnegie	American_Civil_War
Andrew_Carnegie	Anarchism
Andrew_Carnegie	Australia
Andrew_Carnegie	British_House_of_Commons
Andrew_Carnegie	Canada
Andrew_Carnegie	Chicago
Andrew_Carnegie	Church_of_England
Andrew_Carnegie	Coal
Andrew_Carnegie	Diplodocus
Andrew_Carnegie	Edinburgh
Andrew_Carnegie	English_language
Andrew_Carnegie	Erie_Canal
Andrew_Carnegie	Fiji
Andrew_Carnegie	Glasgow
Andrew_Carnegie	Great_Britain
Andrew_Carnegie	Ireland
Andrew_Carnegie	Iron
Andrew_Carnegie	Jurassic
Andrew_Carnegie	Lake_Superior
Andrew_Carnegie	Manifest_Destiny
Andrew_Carnegie	Mississippi_River
Andrew_Carnegie	Monarchy
Andrew_Carnegie	New_York_City
Andrew_Carnegie	New_Zealand
Andrew_Carnegie	Petroleum
Andrew_Carnegie	Philippines
Andrew_Carnegie	President_of_the_United_States
Andrew_Carnegie	Rhode_Island
Andrew_Carnegie	Scotland
Andrew_Carnegie	Spain
Andrew_Carnegie	Steam_engine
Andrew_Carnegie	Steel
Andrew_Carnegie	The_Hague
Andrew_Carnegie	Theatre
Andrew_Carnegie	U.S._state
Andrew_Carnegie	United_Kingdom
Andrew_Carnegie	United_States
Andrew_Carnegie	United_States_dollar
Andrew_Carnegie	Washington%2C_D.C.
Andrew_Carnegie	William_Ewart_Gladstone
Andrew_Carnegie	William_Shakespeare
Andrew_Dickson_White	Agriculture
Andrew_Dickson_White	Christopher_Columbus
Andrew_Dickson_White	Cornell_University
Andrew_Dickson_White	Engineering
Andrew_Dickson_White	Europe
Andrew_Dickson_White	Germany
Andrew_Dickson_White	Leo_Tolstoy
Andrew_Dickson_White	Religion
Andrew_Dickson_White	Russia
Andrew_Dickson_White	Science
Andrew_Dickson_White	United_States
Andrew_Gonzalez	Ateneo_de_Manila_University
Andrew_Gonzalez	Canada
Andrew_Gonzalez	Japan
Andrew_Gonzalez	Linguistics
Andrew_Gonzalez	Manila
Andrew_Gonzalez	Minnesota
Andrew_Gonzalez	Philippines
Andrew_Gonzalez	Washington%2C_D.C.
Andrew_Jackson	American_Revolutionary_War
Andrew_Jackson	Florida
Andrew_Jackson	George_Washington
Andrew_Jackson	Great_Britain
Andrew_Jackson	James_Monroe
Andrew_Jackson	John_Marshall
Andrew_Jackson	Martin_Van_Buren
Andrew_Jackson	Napoleon_I_of_France
Andrew_Jackson	Nashville%2C_Tennessee
Andrew_Jackson	President_of_the_United_States
Andrew_Jackson	Spain
Andrew_Jackson	Thomas_Jefferson
Andrew_Jackson	Tuberculosis
Andrew_Jackson	United_States_House_of_Representatives
Andrew_Jackson	United_States_Senate
Andrew_Jackson	Washington%2C_D.C.
Andrew_Johnson	Abraham_Lincoln
Andrew_Johnson	Charles_Sumner
Andrew_Johnson	Fourteenth_Amendment_to_the_United_States_Constitution
Andrew_Johnson	Great_Britain
Andrew_Johnson	President_of_the_United_States
Andrew_Johnson	Supreme_Court_of_the_United_States
Andrew_Johnson	Ulysses_S._Grant
Andrew_Johnson	United_States_Senate
Andrew_Robinson	Actor
Andrew_Robinson	Film
Andrew_Robinson	Fyodor_Dostoevsky
Andrew_Robinson	John_F._Kennedy
Andrew_Robinson	New_York_City
Andrew_Robinson	Rhode_Island
Andrew_Robinson	Star_Trek__Deep_Space_Nine
Andrew_Robinson	Television
Andrew_Robinson	The_X-Files
Andrew_Robinson	Theatre
Andrew_Robinson	United_States
Andrew_Robinson	William_Shakespeare
Andrew_Robinson	World_War_II
Andriyivskyy_Descent	12th_century
Andriyivskyy_Descent	18th_century
Andriyivskyy_Descent	19th_century
Andriyivskyy_Descent	Austria
Andriyivskyy_Descent	Baroque
Andriyivskyy_Descent	Kiev
Andriyivskyy_Descent	Middle_Ages
Andriyivskyy_Descent	Russian_Revolution_of_1917
Andriyivskyy_Descent	Russian_language
Andriyivskyy_Descent	Saint_Petersburg
Andriyivskyy_Descent	Soviet_Union
Andriyivskyy_Descent	Ukraine
Andriyivskyy_Descent	Vienna
Andromeda_Galaxy	European_Space_Agency
Andromeda_Galaxy	Extraterrestrial_life
Andromeda_Galaxy	Galaxy
Andromeda_Galaxy	Globular_cluster
Andromeda_Galaxy	H_II_region
Andromeda_Galaxy	Hubble_Space_Telescope
Andromeda_Galaxy	Milky_Way
Andromeda_Galaxy	Moon
Andromeda_Galaxy	Redshift
Andromeda_Galaxy	Sirius
Andromeda_Galaxy	Solar_System
Andromeda_Galaxy	Star_Wars
Andromeda_Galaxy	Sun
Andromeda_Galaxy	Ultraviolet
Andromeda_Galaxy	Universe
Andy_Warhol	Advertising
Andy_Warhol	Bob_Dylan
Andy_Warhol	Mao_Zedong
Andy_Warhol	Mass_media
Andy_Warhol	Money
Andy_Warhol	Myocardial_infarction
Andy_Warhol	New_York_City
Andy_Warhol	Painting
Andy_Warhol	Slovakia
Andy_Warhol	The_Rolling_Stones
Andy_Warhol	United_States
Anemia	Almond
Anemia	American_English
Anemia	Apricot
Anemia	British_English
Anemia	Cancer
Anemia	Culture
Anemia	Folic_acid
Anemia	Iron
Anemia	Lead
Anemia	Oxygen
Anemia	Parsley
Anemia	Pernicious_anemia
Anemia	Protein
Anemia	Sickle-cell_disease
Anemia	Thalassemia
Anemia	Vitamin_C
Angel_shark	Animal
Angel_shark	Crustacean
Angel_shark	Fish
Angel_shark	North_Sea
Angel_shark	Scientific_classification
Angel_shark	Shark
Angelica	Carolus_Linnaeus
Angelica	Celery
Angelica	Flower
Angelica	Iceland
Angelica	Plant
Angelica	Scientific_classification
Angkor	14th_century
Angkor	15th_century
Angkor	19th_century
Angkor	9th_century
Angkor	Angkor_Wat
Angkor	Buddha
Angkor	Cambodia
Angkor	Gyeongju
Angkor	Hinduism
Angkor	Japan
Angkor	World_Heritage_Site
Angkor_Wat	Ancient_Greece
Angkor_Wat	Ancient_Rome
Angkor_Wat	Angkor
Angkor_Wat	Architecture
Angkor_Wat	Buddha
Angkor_Wat	Cambodia
Angkor_Wat	Elephant
Angkor_Wat	France
Angkor_Wat	India
Angkor_Wat	Lion
Angkor_Wat	Mahabharata
Angkor_Wat	Michelangelo
Angkor_Wat	Moon
Angkor_Wat	Portugal
Angkor_Wat	Rama
Angkor_Wat	Ramayana
Angkor_Wat	Sanskrit
Angkor_Wat	Thailand
Angkor_Wat	Tourism
Angkor_Wat	World_Heritage_Site
Anglican_Church_of_Australia	Adelaide
Anglican_Church_of_Australia	Anglican_Communion
Anglican_Church_of_Australia	Australia
Anglican_Church_of_Australia	Melbourne
Anglican_Communion	17th_century
Anglican_Communion	18th_century
Anglican_Communion	20th_century
Anglican_Communion	Anglican_Church_of_Australia
Anglican_Communion	Anglicanism
Anglican_Communion	Apostolic_Succession
Anglican_Communion	Archbishop_of_Canterbury
Anglican_Communion	Australia
Anglican_Communion	Book_of_Common_Prayer
Anglican_Communion	British_Empire
Anglican_Communion	British_monarchy
Anglican_Communion	Canada
Anglican_Communion	Christianity
Anglican_Communion	Church_of_England
Anglican_Communion	Church_of_Ireland
Anglican_Communion	Elizabeth_I_of_England
Anglican_Communion	English_Reformation
Anglican_Communion	Episcopal_polity
Anglican_Communion	Henry_VIII_of_England
Anglican_Communion	Ireland
Anglican_Communion	Michael_Ramsey
Anglican_Communion	Ordination_of_women
Anglican_Communion	Pope
Anglican_Communion	Pope_John_Paul_II
Anglican_Communion	Portugal
Anglican_Communion	Roman_Catholic_Church
Anglican_Communion	Rowan_Williams
Anglican_Communion	Scottish_Episcopal_Church
Anglican_Communion	Sri_Lanka
Anglican_Communion	Thomas_Cranmer
Anglicanism	16th_century
Anglicanism	17th_century
Anglicanism	1st_century
Anglicanism	4th_century
Anglicanism	5th_century
Anglicanism	6th_century
Anglicanism	Aberdeen
Anglicanism	Anglican_Church_of_Australia
Anglicanism	Anglican_Communion
Anglicanism	Apostolic_Succession
Anglicanism	Archbishop_of_Canterbury
Anglicanism	Bangladesh
Anglicanism	Book_of_Common_Prayer
Anglicanism	Charles_II_of_England
Anglicanism	Charles_I_of_England
Anglicanism	Christianity
Anglicanism	Church_of_England
Anglicanism	Church_of_Ireland
Anglicanism	Columba
Anglicanism	Desmond_Tutu
Anglicanism	Eastern_Orthodox_Church
Anglicanism	Edward_VI_of_England
Anglicanism	Elizabeth_I_of_England
Anglicanism	England
Anglicanism	English_Reformation
Anglicanism	Episcopal_polity
Anglicanism	Ethics
Anglicanism	God
Anglicanism	Henry_VIII_of_England
Anglicanism	Ireland
Anglicanism	James_I_of_England
Anglicanism	Jesus
Anglicanism	John_Calvin
Anglicanism	Latin
Anglicanism	Martin_Luther
Anglicanism	Mary_I_of_England
Anglicanism	Michael_Ramsey
Anglicanism	Oliver_Cromwell
Anglicanism	Ordination_of_women
Anglicanism	Papua_New_Guinea
Anglicanism	Philippines
Anglicanism	Pope
Anglicanism	Pope_John_Paul_II
Anglicanism	Poverty
Anglicanism	Roman_Britain
Anglicanism	Roman_Catholic_Church
Anglicanism	Rowan_Williams
Anglicanism	Scotland
Anglicanism	Scottish_Episcopal_Church
Anglicanism	Solomon_Islands
Anglicanism	South_Africa
Anglicanism	Thomas_Cranmer
Anglicanism	United_States
Anglicanism	Vanuatu
Anglicanism	William_Wilberforce
Anglo-Saxon_literature	11th_century
Anglo-Saxon_literature	16th_century
Anglo-Saxon_literature	5th_century
Anglo-Saxon_literature	9th_century
Anglo-Saxon_literature	Alfred_the_Great
Anglo-Saxon_literature	Allegory_in_the_Middle_Ages
Anglo-Saxon_literature	Alliterative_verse
Anglo-Saxon_literature	Augustine_of_Hippo
Anglo-Saxon_literature	Bede
Anglo-Saxon_literature	Bible
Anglo-Saxon_literature	C%C3%A6dmon
Anglo-Saxon_literature	Canterbury
Anglo-Saxon_literature	Consolation_of_Philosophy
Anglo-Saxon_literature	Denmark
Anglo-Saxon_literature	Durham
Anglo-Saxon_literature	Edward_the_Confessor
Anglo-Saxon_literature	Ezra_Pound
Anglo-Saxon_literature	Geography
Anglo-Saxon_literature	Guild
Anglo-Saxon_literature	History_of_Anglo-Saxon_England
Anglo-Saxon_literature	Jorge_Luis_Borges
Anglo-Saxon_literature	Latin
Anglo-Saxon_literature	Literacy
Anglo-Saxon_literature	Literature
Anglo-Saxon_literature	Middle_Ages
Anglo-Saxon_literature	Old_English_language
Anglo-Saxon_literature	Peterborough_Chronicle
Anglo-Saxon_literature	Poetry
Anglo-Saxon_literature	Roman_Britain
Anglo-Saxon_literature	Saint_Helena
Anglo-Saxon_literature	Sweden
Anglo-Saxon_literature	T._S._Eliot
Anglo-Saxon_literature	The_Hobbit
Anglo-Saxon_literature	The_Lord_of_the_Rings
Anglo-Saxon_literature	Viking
Angola	Africa
Angola	Atlantic_Ocean
Angola	Bantu
Angola	Cold_War
Angola	Cuba
Angola	Currency
Angola	Democracy
Angola	Democratic_Republic_of_the_Congo
Angola	Gabon
Angola	Latin
Angola	List_of_countries_by_system_of_government
Angola	Lusaka
Angola	Mali
Angola	Namibia
Angola	Netherlands
Angola	Niger
Angola	Portugal
Angola	Portuguese_language
Angola	Republic_of_the_Congo
Angola	Time_zone
Angola	Zambia
Anguilla	Capital
Anguilla	Christopher_Columbus
Anguilla	Currency
Anguilla	England
Anguilla	English_language
Anguilla	Government
Anguilla	Great_Britain
Anguilla	Jamaica
Anguilla	Parliamentary_system
Anguilla	Puerto_Rico
Anguilla	South_America
Anguilla	Time_zone
Anguilla	United_Kingdom
Anguilla	United_Nations
Animal	Aristotle
Animal	Australian_Green_Tree_Frog
Animal	Bacteria
Animal	Bird
Animal	Cambrian
Animal	Cambrian_explosion
Animal	Carbon_dioxide
Animal	Carolus_Linnaeus
Animal	Chordate
Animal	Energy
Animal	Eukaryote
Animal	Fish
Animal	Fungus
Animal	Human
Animal	Insect
Animal	Latin
Animal	Magellanic_Penguin
Animal	Mammal
Animal	Organism
Animal	Oxygen
Animal	Photosynthesis
Animal	Plant
Animal	Precambrian
Animal	Reptile
Animal	Scientific_classification
Animal	Spider
Animal	Sunlight
Animal	Vertebrate
Animal	Water
Animal_law	Animal_rights
Animal_rights	Animal_law
Animal_rights	Aristotle
Animal_rights	Augustine_of_Hippo
Animal_rights	Bonobo
Animal_rights	Brazil
Animal_rights	Children%27s_rights_movement
Animal_rights	Chimpanzee
Animal_rights	Civil_rights
Animal_rights	Dog
Animal_rights	Gorilla
Animal_rights	Horse
Animal_rights	Human_rights
Animal_rights	Immanuel_Kant
Animal_rights	Intelligence
Animal_rights	Jean-Jacques_Rousseau
Animal_rights	Jesus
Animal_rights	Language
Animal_rights	Mind
Animal_rights	Nazi_Germany
Animal_rights	Paul_of_Tarsus
Animal_rights	Pythagoras
Animal_rights	Ren%C3%A9_Descartes
Animal_rights	The_Holocaust
Animal_rights	Thomas_Aquinas
Animal_rights	Utilitarianism
Animal_rights	Women%27s_rights
Animation	Glass
Animation	Motion_%28physics%29
Animation	The_Lion_King
Ankylosaurus	Animal
Ankylosaurus	Armadillo
Ankylosaurus	BBC
Ankylosaurus	Binomial_nomenclature
Ankylosaurus	Canada
Ankylosaurus	Cretaceous
Ankylosaurus	Cretaceous-Tertiary_extinction_event
Ankylosaurus	Crocodile
Ankylosaurus	Dinosaur
Ankylosaurus	Fern
Ankylosaurus	Fossil
Ankylosaurus	Herbivore
Ankylosaurus	Japan
Ankylosaurus	Latin
Ankylosaurus	New_York_City
Ankylosaurus	North_America
Ankylosaurus	Ornithischia
Ankylosaurus	Popular_culture
Ankylosaurus	Pyramid
Ankylosaurus	Reptile
Ankylosaurus	Rocky_Mountains
Ankylosaurus	Scientific_classification
Ankylosaurus	Television
Ankylosaurus	Triceratops
Ankylosaurus	Tyrannosaurus
Ankylosaurus	United_States
Ann_Arbor%2C_Michigan	AT%26T
Ann_Arbor%2C_Michigan	Amtrak
Ann_Arbor%2C_Michigan	Archaeology
Ann_Arbor%2C_Michigan	Art
Ann_Arbor%2C_Michigan	Asia
Ann_Arbor%2C_Michigan	Belize
Ann_Arbor%2C_Michigan	Biotechnology
Ann_Arbor%2C_Michigan	Chicago
Ann_Arbor%2C_Michigan	Civil_rights
Ann_Arbor%2C_Michigan	Cooperative
Ann_Arbor%2C_Michigan	Cuba
Ann_Arbor%2C_Michigan	Dakar
Ann_Arbor%2C_Michigan	Dam
Ann_Arbor%2C_Michigan	Detroit%2C_Michigan
Ann_Arbor%2C_Michigan	Education
Ann_Arbor%2C_Michigan	Frank_Lloyd_Wright
Ann_Arbor%2C_Michigan	Germany
Ann_Arbor%2C_Michigan	Google
Ann_Arbor%2C_Michigan	Great_Lakes
Ann_Arbor%2C_Michigan	Japan
Ann_Arbor%2C_Michigan	John_F._Kennedy
Ann_Arbor%2C_Michigan	Lyndon_B._Johnson
Ann_Arbor%2C_Michigan	Nicaragua
Ann_Arbor%2C_Michigan	Senegal
Ann_Arbor%2C_Michigan	Temperate
Ann_Arbor%2C_Michigan	Time_zone
Ann_Arbor%2C_Michigan	U.S._state
Ann_Arbor%2C_Michigan	United_States
Ann_Arbor%2C_Michigan	United_States_House_of_Representatives
Ann_Arbor%2C_Michigan	United_States_dollar
Ann_Arbor%2C_Michigan	Vietnam_War
Ann_Arbor%2C_Michigan	Water_purification
Ann_Arbor%2C_Michigan	World_War_II
Anna_Karenina	Country
Anna_Karenina	Europe
Anna_Karenina	Fyodor_Dostoevsky
Anna_Karenina	Germany
Anna_Karenina	Indonesia
Anna_Karenina	James_Joyce
